"HID","trainpred1","trainpred2","trainpred3","trainpred4","trainpred5","trainpred6","trainpred7","trainpred8","trainpred9","trainpred10","trainpreds_mean"
62086,NA,2.03156572119063e-07,0.870772551700298,2.74924563557186e-09,0.724076148955327,0.192129915383583,0.777063779476173,1.80937067852082e-08,0.625617873859259,0.391993223096894,0.39796152405234
62087,NA,5.92655632425403e-08,0.934336517632072,1.10633527696286e-09,0.618623724972862,0.190228964262335,0.602688802375183,2.30951282031952e-09,0.678260795672312,0.335821930455141,0.373328977561257
62088,NA,8.78712809126418e-09,0.8996621546336,1.39904993972305e-10,0.19648448975267,0.0719479241919694,0.088326221380972,2.65200974329682e-10,0.270163247442361,0.104830640014914,0.18126829851208
62089,NA,3.63005553067904e-09,0.886259519438454,3.25948495076163e-11,0.0970153190719771,0.0315881393954269,0.0211227248968685,2.15674012965556e-11,0.0961746178397301,0.0505119303559746,0.131408028298072
62090,NA,1.66180020425082e-09,0.886970117545325,1.42421342741717e-11,0.0722985420239985,0.0094584439024,0.00778100599400566,1.57502258295492e-12,0.0412543428696,0.0282807548716979,0.116227023209405
62091,NA,5.87093624468921e-10,0.992419548550771,3.88552315025201e-11,0.229505200995292,0.0238987594592977,0.0255719011931601,1.9385512566101e-14,0.0997870914365952,0.0677367660127093,0.159879918697088
62092,7.87568999026028e-07,1.12103821595555e-09,0.999680469207727,2.87349858586585e-10,0.804915760494544,0.262422348748759,0.247498062589828,NA,0.795254232674322,0.485834038147888,0.399511744537828
62093,4.93551433131099e-07,2.68332019296006e-09,0.999820897009014,6.12619761003119e-10,0.843355193192174,0.444869693080069,0.298371730473266,NA,0.804499054562907,0.524860380074403,0.435086382804356
62094,5.54427778640291e-07,8.71985685305522e-09,0.999753902198719,1.12429859692395e-09,0.835771056380122,0.571232634401632,0.274564631788213,NA,0.802193741233946,0.491111469189892,0.441625333273829
62095,9.1914342954839e-07,7.12449276488324e-09,0.999706924984418,6.8134723272926e-10,0.805545700196673,0.356808593279121,0.167537965374346,NA,0.877494884287686,0.593871129244158,0.422329569368408
